DateTime,Junction,ID,Vehicles
2017-07-07 11:00:00,1,20170707111,114
2017-07-07 12:00:00,1,20170707121,111
2017-07-07 13:00:00,1,20170707131,97
2017-07-07 14:00:00,1,20170707141,107
2017-07-07 15:00:00,1,20170707151,111
2017-07-07 16:00:00,1,20170707161,104
2017-07-07 17:00:00,1,20170707171,102
2017-07-07 18:00:00,1,20170707181,104
2017-07-07 19:00:00,1,20170707191,105
2017-07-07 20:00:00,1,20170707201,101
2017-07-07 21:00:00,1,20170707211,95
2017-07-07 22:00:00,1,20170707221,93
2017-07-07 23:00:00,1,20170707231,88
2017-07-08 00:00:00,1,20170708001,84
2017-07-08 01:00:00,1,20170708011,65
2017-07-08 02:00:00,1,20170708021,55
2017-07-08 03:00:00,1,20170708031,45
2017-07-08 04:00:00,1,20170708041,44
2017-07-08 05:00:00,1,20170708051,40
2017-07-08 06:00:00,1,20170708061,49
2017-07-08 07:00:00,1,20170708071,51
2017-07-08 08:00:00,1,20170708081,58
2017-07-08 09:00:00,1,20170708091,71
2017-07-08 10:00:00,1,20170708101,104
2017-07-08 11:00:00,1,20170708111,114
2017-07-08 12:00:00,1,20170708121,112
2017-07-08 13:00:00,1,20170708131,98
2017-07-08 14:00:00,1,20170708141,110
2017-07-08 15:00:00,1,20170708151,107
2017-07-08 16:00:00,1,20170708161,100
2017-07-08 17:00:00,1,20170708171,101
2017-07-08 18:00:00,1,20170708181,106
2017-07-08 19:00:00,1,20170708191,110
2017-07-08 20:00:00,1,20170708201,108
2017-07-08 21:00:00,1,20170708211,95
2017-07-08 22:00:00,1,20170708221,88
2017-07-08 23:00:00,1,20170708231,88
2017-07-09 00:00:00,1,20170709001,84
2017-07-09 01:00:00,1,20170709011,73
2017-07-09 02:00:00,1,20170709021,59
2017-07-09 03:00:00,1,20170709031,48
2017-07-09 04:00:00,1,20170709041,43
2017-07-09 05:00:00,1,20170709051,38
2017-07-09 06:00:00,1,20170709061,45
2017-07-09 07:00:00,1,20170709071,52
2017-07-09 08:00:00,1,20170709081,54
2017-07-09 09:00:00,1,20170709091,67
2017-07-09 10:00:00,1,20170709101,85
2017-07-09 11:00:00,1,20170709111,100
2017-07-09 12:00:00,1,20170709121,102
2017-07-09 13:00:00,1,20170709131,94
2017-07-09 14:00:00,1,20170709141,100
2017-07-09 15:00:00,1,20170709151,99
2017-07-09 16:00:00,1,20170709161,90
2017-07-09 17:00:00,1,20170709171,86
2017-07-09 18:00:00,1,20170709181,94
2017-07-09 19:00:00,1,20170709191,96
2017-07-09 20:00:00,1,20170709201,90
2017-07-09 21:00:00,1,20170709211,80
2017-07-09 22:00:00,1,20170709221,79
2017-07-09 23:00:00,1,20170709231,75
2017-07-10 00:00:00,1,20170710001,65
2017-07-10 01:00:00,1,20170710011,60
2017-07-10 02:00:00,1,20170710021,47
2017-07-10 03:00:00,1,20170710031,37
2017-07-10 04:00:00,1,20170710041,33
2017-07-10 05:00:00,1,20170710051,29
2017-07-10 06:00:00,1,20170710061,30
2017-07-10 07:00:00,1,20170710071,34
2017-07-10 08:00:00,1,20170710081,42
2017-07-10 09:00:00,1,20170710091,41
2017-07-10 10:00:00,1,20170710101,53
2017-07-10 11:00:00,1,20170710111,58
2017-07-10 12:00:00,1,20170710121,59
2017-07-10 13:00:00,1,20170710131,58
2017-07-10 14:00:00,1,20170710141,57
2017-07-10 15:00:00,1,20170710151,51
2017-07-10 16:00:00,1,20170710161,53
2017-07-10 17:00:00,1,20170710171,57
2017-07-10 18:00:00,1,20170710181,57
2017-07-10 19:00:00,1,20170710191,58
2017-07-10 20:00:00,1,20170710201,65
2017-07-10 21:00:00,1,20170710211,60
2017-07-10 22:00:00,1,20170710221,61
2017-07-10 23:00:00,1,20170710231,58
2017-07-11 00:00:00,1,20170711001,54
2017-07-11 01:00:00,1,20170711011,44
2017-07-11 02:00:00,1,20170711021,35
2017-07-11 03:00:00,1,20170711031,32
2017-07-11 04:00:00,1,20170711041,24
2017-07-11 05:00:00,1,20170711051,27
2017-07-11 06:00:00,1,20170711061,28
2017-07-11 07:00:00,1,20170711071,31
2017-07-11 08:00:00,1,20170711081,38
2017-07-11 09:00:00,1,20170711091,44
2017-07-11 10:00:00,1,20170711101,50
2017-07-11 11:00:00,1,20170711111,55
2017-07-11 12:00:00,1,20170711121,58
2017-07-11 13:00:00,1,20170711131,53
2017-07-11 14:00:00,1,20170711141,50
2017-07-11 15:00:00,1,20170711151,50
2017-07-11 16:00:00,1,20170711161,54
2017-07-11 17:00:00,1,20170711171,51
2017-07-11 18:00:00,1,20170711181,66
2017-07-11 19:00:00,1,20170711191,75
2017-07-11 20:00:00,1,20170711201,75
2017-07-11 21:00:00,1,20170711211,71
2017-07-11 22:00:00,1,20170711221,69
2017-07-11 23:00:00,1,20170711231,70
2017-07-12 00:00:00,1,20170712001,59
2017-07-12 01:00:00,1,20170712011,46
2017-07-12 02:00:00,1,20170712021,38
2017-07-12 03:00:00,1,20170712031,40
2017-07-12 04:00:00,1,20170712041,33
2017-07-12 05:00:00,1,20170712051,33
2017-07-12 06:00:00,1,20170712061,40
2017-07-12 07:00:00,1,20170712071,50
2017-07-12 08:00:00,1,20170712081,56
2017-07-12 09:00:00,1,20170712091,70
2017-07-12 10:00:00,1,20170712101,90
2017-07-12 11:00:00,1,20170712111,117
2017-07-12 12:00:00,1,20170712121,122
2017-07-12 13:00:00,1,20170712131,106
2017-07-12 14:00:00,1,20170712141,116
2017-07-12 15:00:00,1,20170712151,119
2017-07-12 16:00:00,1,20170712161,115
2017-07-12 17:00:00,1,20170712171,111
2017-07-12 18:00:00,1,20170712181,114
2017-07-12 19:00:00,1,20170712191,120
2017-07-12 20:00:00,1,20170712201,107
2017-07-12 21:00:00,1,20170712211,105
2017-07-12 22:00:00,1,20170712221,94
2017-07-12 23:00:00,1,20170712231,91
2017-07-13 00:00:00,1,20170713001,81
2017-07-13 01:00:00,1,20170713011,75
2017-07-13 02:00:00,1,20170713021,60
2017-07-13 03:00:00,1,20170713031,50
2017-07-13 04:00:00,1,20170713041,44
2017-07-13 05:00:00,1,20170713051,39
2017-07-13 06:00:00,1,20170713061,50
2017-07-13 07:00:00,1,20170713071,55
2017-07-13 08:00:00,1,20170713081,63
2017-07-13 09:00:00,1,20170713091,70
2017-07-13 10:00:00,1,20170713101,93
2017-07-13 11:00:00,1,20170713111,115
2017-07-13 12:00:00,1,20170713121,117
2017-07-13 13:00:00,1,20170713131,102
2017-07-13 14:00:00,1,20170713141,116
2017-07-13 15:00:00,1,20170713151,106
2017-07-13 16:00:00,1,20170713161,107
2017-07-13 17:00:00,1,20170713171,105
2017-07-13 18:00:00,1,20170713181,119
2017-07-13 19:00:00,1,20170713191,114
2017-07-13 20:00:00,1,20170713201,110
2017-07-13 21:00:00,1,20170713211,98
2017-07-13 22:00:00,1,20170713221,96
2017-07-13 23:00:00,1,20170713231,90
2017-07-14 00:00:00,1,20170714001,84
2017-07-14 01:00:00,1,20170714011,73
2017-07-14 02:00:00,1,20170714021,55
2017-07-14 03:00:00,1,20170714031,49
2017-07-14 04:00:00,1,20170714041,39
2017-07-14 05:00:00,1,20170714051,45
2017-07-14 06:00:00,1,20170714061,46
2017-07-14 07:00:00,1,20170714071,55
2017-07-14 08:00:00,1,20170714081,58
2017-07-14 09:00:00,1,20170714091,69
2017-07-14 10:00:00,1,20170714101,91
2017-07-14 11:00:00,1,20170714111,106
2017-07-14 12:00:00,1,20170714121,111
2017-07-14 13:00:00,1,20170714131,95
2017-07-14 14:00:00,1,20170714141,109
2017-07-14 15:00:00,1,20170714151,107
2017-07-14 16:00:00,1,20170714161,102
2017-07-14 17:00:00,1,20170714171,102
2017-07-14 18:00:00,1,20170714181,114
2017-07-14 19:00:00,1,20170714191,108
2017-07-14 20:00:00,1,20170714201,103
2017-07-14 21:00:00,1,20170714211,98
2017-07-14 22:00:00,1,20170714221,93
2017-07-14 23:00:00,1,20170714231,86
2017-07-15 00:00:00,1,20170715001,83
2017-07-15 01:00:00,1,20170715011,69
2017-07-15 02:00:00,1,20170715021,53
2017-07-15 03:00:00,1,20170715031,50
2017-07-15 04:00:00,1,20170715041,44
2017-07-15 05:00:00,1,20170715051,43
2017-07-15 06:00:00,1,20170715061,47
2017-07-15 07:00:00,1,20170715071,51
2017-07-15 08:00:00,1,20170715081,58
2017-07-15 09:00:00,1,20170715091,72
2017-07-15 10:00:00,1,20170715101,90
2017-07-15 11:00:00,1,20170715111,115
2017-07-15 12:00:00,1,20170715121,113
2017-07-15 13:00:00,1,20170715131,98
2017-07-15 14:00:00,1,20170715141,105
2017-07-15 15:00:00,1,20170715151,102
2017-07-15 16:00:00,1,20170715161,95
2017-07-15 17:00:00,1,20170715171,98
2017-07-15 18:00:00,1,20170715181,98
2017-07-15 19:00:00,1,20170715191,104
2017-07-15 20:00:00,1,20170715201,103
2017-07-15 21:00:00,1,20170715211,91
2017-07-15 22:00:00,1,20170715221,88
2017-07-15 23:00:00,1,20170715231,87
2017-07-16 00:00:00,1,20170716001,80
2017-07-16 01:00:00,1,20170716011,62
2017-07-16 02:00:00,1,20170716021,56
2017-07-16 03:00:00,1,20170716031,47
2017-07-16 04:00:00,1,20170716041,40
2017-07-16 05:00:00,1,20170716051,38
2017-07-16 06:00:00,1,20170716061,42
2017-07-16 07:00:00,1,20170716071,48
2017-07-16 08:00:00,1,20170716081,52
2017-07-16 09:00:00,1,20170716091,68
2017-07-16 10:00:00,1,20170716101,89
2017-07-16 11:00:00,1,20170716111,102
2017-07-16 12:00:00,1,20170716121,100
2017-07-16 13:00:00,1,20170716131,95
2017-07-16 14:00:00,1,20170716141,99
2017-07-16 15:00:00,1,20170716151,99
2017-07-16 16:00:00,1,20170716161,103
2017-07-16 17:00:00,1,20170716171,92
2017-07-16 18:00:00,1,20170716181,104
2017-07-16 19:00:00,1,20170716191,95
2017-07-16 20:00:00,1,20170716201,102
2017-07-16 21:00:00,1,20170716211,81
2017-07-16 22:00:00,1,20170716221,82
2017-07-16 23:00:00,1,20170716231,74
2017-07-17 00:00:00,1,20170717001,68
2017-07-17 01:00:00,1,20170717011,55
2017-07-17 02:00:00,1,20170717021,46
2017-07-17 03:00:00,1,20170717031,36
2017-07-17 04:00:00,1,20170717041,34
2017-07-17 05:00:00,1,20170717051,28
2017-07-17 06:00:00,1,20170717061,29
2017-07-17 07:00:00,1,20170717071,31
2017-07-17 08:00:00,1,20170717081,40
2017-07-17 09:00:00,1,20170717091,45
2017-07-17 10:00:00,1,20170717101,54
2017-07-17 11:00:00,1,20170717111,55
2017-07-17 12:00:00,1,20170717121,56
2017-07-17 13:00:00,1,20170717131,55
2017-07-17 14:00:00,1,20170717141,54
2017-07-17 15:00:00,1,20170717151,61
2017-07-17 16:00:00,1,20170717161,59
2017-07-17 17:00:00,1,20170717171,52
2017-07-17 18:00:00,1,20170717181,53
2017-07-17 19:00:00,1,20170717191,68
2017-07-17 20:00:00,1,20170717201,69
2017-07-17 21:00:00,1,20170717211,58
2017-07-17 22:00:00,1,20170717221,54
2017-07-17 23:00:00,1,20170717231,55
2017-07-18 00:00:00,1,20170718001,49
2017-07-18 01:00:00,1,20170718011,41
2017-07-18 02:00:00,1,20170718021,37
2017-07-18 03:00:00,1,20170718031,34
2017-07-18 04:00:00,1,20170718041,28
2017-07-18 05:00:00,1,20170718051,26
2017-07-18 06:00:00,1,20170718061,24
2017-07-18 07:00:00,1,20170718071,30
2017-07-18 08:00:00,1,20170718081,35
2017-07-18 09:00:00,1,20170718091,38
2017-07-18 10:00:00,1,20170718101,49
2017-07-18 11:00:00,1,20170718111,49
2017-07-18 12:00:00,1,20170718121,52
2017-07-18 13:00:00,1,20170718131,49
2017-07-18 14:00:00,1,20170718141,47
2017-07-18 15:00:00,1,20170718151,45
2017-07-18 16:00:00,1,20170718161,48
2017-07-18 17:00:00,1,20170718171,52
2017-07-18 18:00:00,1,20170718181,50
2017-07-18 19:00:00,1,20170718191,57
2017-07-18 20:00:00,1,20170718201,61
2017-07-18 21:00:00,1,20170718211,56
2017-07-18 22:00:00,1,20170718221,60
2017-07-18 23:00:00,1,20170718231,59
2017-07-19 00:00:00,1,20170719001,48
2017-07-19 01:00:00,1,20170719011,42
2017-07-19 02:00:00,1,20170719021,39
2017-07-19 03:00:00,1,20170719031,35
2017-07-19 04:00:00,1,20170719041,29
2017-07-19 05:00:00,1,20170719051,34
2017-07-19 06:00:00,1,20170719061,38
2017-07-19 07:00:00,1,20170719071,51
2017-07-19 08:00:00,1,20170719081,54
2017-07-19 09:00:00,1,20170719091,61
2017-07-19 10:00:00,1,20170719101,96
2017-07-19 11:00:00,1,20170719111,111
2017-07-19 12:00:00,1,20170719121,113
2017-07-19 13:00:00,1,20170719131,105
2017-07-19 14:00:00,1,20170719141,115
2017-07-19 15:00:00,1,20170719151,111
2017-07-19 16:00:00,1,20170719161,104
2017-07-19 17:00:00,1,20170719171,108
2017-07-19 18:00:00,1,20170719181,108
2017-07-19 19:00:00,1,20170719191,113
2017-07-19 20:00:00,1,20170719201,107
2017-07-19 21:00:00,1,20170719211,95
2017-07-19 22:00:00,1,20170719221,91
2017-07-19 23:00:00,1,20170719231,90
2017-07-20 00:00:00,1,20170720001,78
2017-07-20 01:00:00,1,20170720011,73
2017-07-20 02:00:00,1,20170720021,56
2017-07-20 03:00:00,1,20170720031,51
2017-07-20 04:00:00,1,20170720041,42
2017-07-20 05:00:00,1,20170720051,42
2017-07-20 06:00:00,1,20170720061,42
2017-07-20 07:00:00,1,20170720071,51
2017-07-20 08:00:00,1,20170720081,60
2017-07-20 09:00:00,1,20170720091,76
2017-07-20 10:00:00,1,20170720101,92
2017-07-20 11:00:00,1,20170720111,102
2017-07-20 12:00:00,1,20170720121,113
2017-07-20 13:00:00,1,20170720131,100
2017-07-20 14:00:00,1,20170720141,107
2017-07-20 15:00:00,1,20170720151,110
2017-07-20 16:00:00,1,20170720161,101
2017-07-20 17:00:00,1,20170720171,108
2017-07-20 18:00:00,1,20170720181,114
2017-07-20 19:00:00,1,20170720191,112
2017-07-20 20:00:00,1,20170720201,108
2017-07-20 21:00:00,1,20170720211,106
2017-07-20 22:00:00,1,20170720221,101
2017-07-20 23:00:00,1,20170720231,99
2017-07-21 00:00:00,1,20170721001,84
2017-07-21 01:00:00,1,20170721011,71
2017-07-21 02:00:00,1,20170721021,62
2017-07-21 03:00:00,1,20170721031,52
2017-07-21 04:00:00,1,20170721041,43
2017-07-21 05:00:00,1,20170721051,41
2017-07-21 06:00:00,1,20170721061,44
2017-07-21 07:00:00,1,20170721071,54
2017-07-21 08:00:00,1,20170721081,60
2017-07-21 09:00:00,1,20170721091,70
2017-07-21 10:00:00,1,20170721101,96
2017-07-21 11:00:00,1,20170721111,103
2017-07-21 12:00:00,1,20170721121,110
2017-07-21 13:00:00,1,20170721131,97
2017-07-21 14:00:00,1,20170721141,106
2017-07-21 15:00:00,1,20170721151,102
2017-07-21 16:00:00,1,20170721161,100
2017-07-21 17:00:00,1,20170721171,102
2017-07-21 18:00:00,1,20170721181,105
2017-07-21 19:00:00,1,20170721191,109
2017-07-21 20:00:00,1,20170721201,106
2017-07-21 21:00:00,1,20170721211,97
2017-07-21 22:00:00,1,20170721221,94
2017-07-21 23:00:00,1,20170721231,88
2017-07-22 00:00:00,1,20170722001,76
2017-07-22 01:00:00,1,20170722011,66
2017-07-22 02:00:00,1,20170722021,54
2017-07-22 03:00:00,1,20170722031,46
2017-07-22 04:00:00,1,20170722041,41
2017-07-22 05:00:00,1,20170722051,38
2017-07-22 06:00:00,1,20170722061,44
2017-07-22 07:00:00,1,20170722071,50
2017-07-22 08:00:00,1,20170722081,58
2017-07-22 09:00:00,1,20170722091,71
2017-07-22 10:00:00,1,20170722101,107
2017-07-22 11:00:00,1,20170722111,115
2017-07-22 12:00:00,1,20170722121,119
2017-07-22 13:00:00,1,20170722131,104
2017-07-22 14:00:00,1,20170722141,119
2017-07-22 15:00:00,1,20170722151,111
2017-07-22 16:00:00,1,20170722161,103
2017-07-22 17:00:00,1,20170722171,102
2017-07-22 18:00:00,1,20170722181,111
2017-07-22 19:00:00,1,20170722191,112
2017-07-22 20:00:00,1,20170722201,110
2017-07-22 21:00:00,1,20170722211,97
2017-07-22 22:00:00,1,20170722221,91
2017-07-22 23:00:00,1,20170722231,84
2017-07-23 00:00:00,1,20170723001,78
2017-07-23 01:00:00,1,20170723011,69
2017-07-23 02:00:00,1,20170723021,58
2017-07-23 03:00:00,1,20170723031,50
2017-07-23 04:00:00,1,20170723041,37
2017-07-23 05:00:00,1,20170723051,38
2017-07-23 06:00:00,1,20170723061,41
2017-07-23 07:00:00,1,20170723071,47
2017-07-23 08:00:00,1,20170723081,61
2017-07-23 09:00:00,1,20170723091,71
2017-07-23 10:00:00,1,20170723101,87
2017-07-23 11:00:00,1,20170723111,92
2017-07-23 12:00:00,1,20170723121,96
2017-07-23 13:00:00,1,20170723131,87
2017-07-23 14:00:00,1,20170723141,95
2017-07-23 15:00:00,1,20170723151,92
2017-07-23 16:00:00,1,20170723161,82
2017-07-23 17:00:00,1,20170723171,85
2017-07-23 18:00:00,1,20170723181,88
2017-07-23 19:00:00,1,20170723191,94
2017-07-23 20:00:00,1,20170723201,90
2017-07-23 21:00:00,1,20170723211,81
2017-07-23 22:00:00,1,20170723221,75
2017-07-23 23:00:00,1,20170723231,75
2017-07-24 00:00:00,1,20170724001,66
2017-07-24 01:00:00,1,20170724011,54
2017-07-24 02:00:00,1,20170724021,47
2017-07-24 03:00:00,1,20170724031,42
2017-07-24 04:00:00,1,20170724041,33
2017-07-24 05:00:00,1,20170724051,29
2017-07-24 06:00:00,1,20170724061,34
2017-07-24 07:00:00,1,20170724071,36
2017-07-24 08:00:00,1,20170724081,38
2017-07-24 09:00:00,1,20170724091,44
2017-07-24 10:00:00,1,20170724101,51
2017-07-24 11:00:00,1,20170724111,55
2017-07-24 12:00:00,1,20170724121,55
2017-07-24 13:00:00,1,20170724131,53
2017-07-24 14:00:00,1,20170724141,55
2017-07-24 15:00:00,1,20170724151,56
2017-07-24 16:00:00,1,20170724161,58
2017-07-24 17:00:00,1,20170724171,56
2017-07-24 18:00:00,1,20170724181,58
2017-07-24 19:00:00,1,20170724191,65
2017-07-24 20:00:00,1,20170724201,64
2017-07-24 21:00:00,1,20170724211,66
2017-07-24 22:00:00,1,20170724221,64
2017-07-24 23:00:00,1,20170724231,63
2017-07-25 00:00:00,1,20170725001,57
2017-07-25 01:00:00,1,20170725011,44
2017-07-25 02:00:00,1,20170725021,35
2017-07-25 03:00:00,1,20170725031,33
2017-07-25 04:00:00,1,20170725041,28
2017-07-25 05:00:00,1,20170725051,25
2017-07-25 06:00:00,1,20170725061,27
2017-07-25 07:00:00,1,20170725071,32
2017-07-25 08:00:00,1,20170725081,37
2017-07-25 09:00:00,1,20170725091,44
2017-07-25 10:00:00,1,20170725101,52
2017-07-25 11:00:00,1,20170725111,56
2017-07-25 12:00:00,1,20170725121,58
2017-07-25 13:00:00,1,20170725131,60
2017-07-25 14:00:00,1,20170725141,55
2017-07-25 15:00:00,1,20170725151,54
2017-07-25 16:00:00,1,20170725161,57
2017-07-25 17:00:00,1,20170725171,56
2017-07-25 18:00:00,1,20170725181,59
2017-07-25 19:00:00,1,20170725191,66
2017-07-25 20:00:00,1,20170725201,64
2017-07-25 21:00:00,1,20170725211,61
2017-07-25 22:00:00,1,20170725221,64
2017-07-25 23:00:00,1,20170725231,60
2017-07-26 00:00:00,1,20170726001,59
2017-07-26 01:00:00,1,20170726011,51
2017-07-26 02:00:00,1,20170726021,42
2017-07-26 03:00:00,1,20170726031,40
2017-07-26 04:00:00,1,20170726041,34
2017-07-26 05:00:00,1,20170726051,33
2017-07-26 06:00:00,1,20170726061,41
2017-07-26 07:00:00,1,20170726071,48
2017-07-26 08:00:00,1,20170726081,55
2017-07-26 09:00:00,1,20170726091,64
2017-07-26 10:00:00,1,20170726101,73
2017-07-26 11:00:00,1,20170726111,81
2017-07-26 12:00:00,1,20170726121,91
2017-07-26 13:00:00,1,20170726131,84
2017-07-26 14:00:00,1,20170726141,87
2017-07-26 15:00:00,1,20170726151,86
2017-07-26 16:00:00,1,20170726161,88
2017-07-26 17:00:00,1,20170726171,93
2017-07-26 18:00:00,1,20170726181,107
2017-07-26 19:00:00,1,20170726191,111
2017-07-26 20:00:00,1,20170726201,107
2017-07-26 21:00:00,1,20170726211,103
2017-07-26 22:00:00,1,20170726221,99
2017-07-26 23:00:00,1,20170726231,97
2017-07-27 00:00:00,1,20170727001,92
2017-07-27 01:00:00,1,20170727011,75
2017-07-27 02:00:00,1,20170727021,69
2017-07-27 03:00:00,1,20170727031,51
2017-07-27 04:00:00,1,20170727041,43
2017-07-27 05:00:00,1,20170727051,41
2017-07-27 06:00:00,1,20170727061,46
2017-07-27 07:00:00,1,20170727071,52
2017-07-27 08:00:00,1,20170727081,62
2017-07-27 09:00:00,1,20170727091,72
